"","KP191526","KP191527","KP191525","KP191529","KJ417843","KP191493","KP191494","KP191501","KC316014","JN380810","JN380809","JN380808","JX093684","JX093699","KP757174","KP979771","JQ065930","AY422782","AY871813","EU282328","FJ687475","JX093618","JN379472","JN638329","JF297570","JN092553","JN544414","JN030343","AB550408","JX556922","JQ403524","JX476032","JF968043","JF968044","JN832500","JN832506","JN568248","JN415532","JN575585","JN575591","JX556940","JQ013408","HM210481","JF967762","JX402209","JF967773","JF967786","JF967792","DQ181846","DQ181856","AY732464","DQ181807","DQ518639","DQ518642","DQ518643","DQ917242","DQ917244","EU045312","EF436279","GQ139573","AM746226","EU005258","AB111086","AB111452","FJ931535","AF425622","AF425625","AF425627","AF425612","AF425619","HM237348","JF297573","JF297574","JF297578","JN029812","JN196578","JF804032","JF804036","EU448410","EU448419","FJ807632","FJ807634","FJ807635","FJ807637","FJ807638","FJ807639","KP858119","KT012508","KJ939388","KJ939367","KJ939402","KM216699","JQ686066","JQ686058","AB915384","KJ806918","KJ806910","KT175137","KC848581","KC848580","KF752596","KM279408","AB873104","KJ415093","KF364513","HQ336219","KM651778","JQ993232","JN036390","JF804049","DQ518674","KF041250","DQ453981","AB111085","AY338493","AY676385","AY676407","KF709426","JQ686069","JN030191","JF968094","JF968113","HM348831","JN544412","KR779789","KM222447","KM216708","AY484646","KP191499","KM222448"
"KP191526",0,1.21184726442565,0.936314735936876,0.400353229806281,4.17057058697664,3.51788155914315,4.51229104674721,3.3214205994072,4.2929784903854,3.56584235671175,3.57159280637218,3.07252916592971,3.7484535484841,3.61305003206624,0.919594131139485,0.727913450584634,4.22912033275353,4.53486444696595,0.919453960990784,4.73135801325699,4.63163072710518,1.52178574626221,4.4207150252589,4.13626594531949,4.12936394803798,2.94150676424164,2.72360391369971,0.971287984153389,4.16104161478256,3.25118896003394,0.55177045521468,2.40753724323319,1.54249410275273,0.662758346350221,3.446023762213,2.78270404863219,0.573987427185841,3.48825609386328,2.85394944285344,3.73752325765606,3.37312656146336,0.948111377223567,1.2439332220907,2.78599435329525,3.67030256849583,2.9790753719704,2.79277026465715,3.99273789735286,1.12626306516802,0.90820340904926,3.51047257022867,0.801898477272489,1.0451343578128,0.909346074543934,0.617692615869807,1.49175286247021,1.97591201102765,1.0752447596255,2.94036622487189,3.05447849970267,0.825780540014264,0.67114074983782,3.01360792956757,0.745603717796593,1.02678248941893,3.73078136986377,4.23146741253702,4.02190782750808,4.53711992869651,3.94670381798395,3.20378588802807,4.38449019642776,3.83194537141308,4.13851878315202,4.0711592527051,0.352667674665129,0.603066160975518,1.0076259560431,4.17345007357546,0.72691602682926,0.879262122067226,0.9084446378757,1.41209309887107,1.28458924522578,1.21060905956604,0.924996434742104,5.08120581163431,0.594357206087494,3.94395531648306,4.04900067897217,1.55940684105383,0.486920236672528,3.29885565936758,2.95367310493403,3.50129683741567,0.874964165594153,0.911844268712989,1.17100186994784,0.664891835835895,4.63551745191781,1.45552316263047,0.890582051628389,4.29539064993643,3.76798106578484,0.947924357697554,3.53188499340892,3.23533140015348,4.37450352803927,4.05738029859567,3.17824169335519,3.45655849306853,3.65485604589462,3.7063318211236,3.08108721394239,3.97146131748262,3.11778785197032,4.06215721360739,3.84406721294293,3.21748742876687,2.94471341244058,3.73432942997086,3.18883979340761,3.31019778693787,3.90342059400928,2.76767700062922,0.616038683856317,0.457429261040645,1.29484304568556,4.54267567636979,2.78983167751136
"KP191527",1.21184726442565,0,1.36532580318995,1.07290145328573,3.13891829498929,2.53284916314815,3.47985423563894,2.3840614856332,3.53454945457464,3.12270113643187,3.10987999721797,3.06839141333675,2.90552945077838,2.73523168290047,0.845102316270926,1.16358982098173,3.38052379295121,3.36535810460044,1.13562075128889,4.14863886898465,3.71993361492531,0.493619717460428,3.4268962118993,2.85575468051374,2.93818084921143,2.31519701192155,2.72306917514928,0.738959703405613,3.41314618388531,2.62445103873407,1.08211399101095,2.54872031382404,1.55304743256535,1.16152526374712,3.47680939544564,2.50667050116391,0.685241805561252,2.74159154638929,3.27976542694298,3.32940254942521,3.01040872096849,1.40887056221924,1.09475763733032,2.51815448861149,2.68614958995723,2.92485059522659,2.68215784087693,3.57134191168478,1.11780198304326,0.498220626982789,2.5393163702764,0.622957349251871,1.18478540591612,1.36222947758663,1.01287708049545,1.01699896553708,1.48473760002016,1.14114098931162,2.86831534561568,2.53651101572995,0.84632248930018,1.11936427224364,2.46725919287139,0.879505440480813,1.13240288782637,2.81246735787434,3.30910348810157,3.0535454535166,3.46111123494829,2.84538511159568,2.92081135030173,3.37753658991738,3.31157148351497,3.27924459140927,3.16527588489114,0.809903543906516,0.537571217867347,1.46172239712691,3.55232778321723,1.19888912995057,1.15842066632439,1.1334198909297,0.920615704847179,1.21053089336867,1.12938814381944,1.04014800921937,3.80610540054029,1.04417896176557,2.88635250574819,2.84207540715378,0.767087249072535,1.21253717000767,3.10842974192663,3.06163413310469,2.98741636870242,1.2680313455054,1.06491812785704,0.484836787773672,0.998523487370165,3.4739973259447,1.18897056721397,1.33897831096566,3.0304425258135,3.63816804199546,1.16349222163006,2.97140637177953,2.91200960006512,4.37338717787718,3.94068432093748,3.28848725941418,3.58729100354489,3.15079967761836,3.91914806218263,2.81966967206332,3.65658736490507,3.30107399151784,3.7941925873531,3.77309848595012,2.84764838146514,3.29506458879346,3.27040335605349,3.04845843476142,3.04950634905074,3.56036720683257,2.64978381432858,1.16590320710467,1.49889617248572,1.08768328966978,3.37013544211544,3.01952809490537
"KP191525",0.936314735936876,1.36532580318995,0,0.69488427938921,4.61323698760035,3.87868694924326,4.82375720889505,3.67685029700361,4.1979736025261,3.08523500619947,3.29604058427329,2.76024306488446,4.03592341800427,3.8183491796105,0.339557777564334,1.1948277645994,4.74018438100804,4.57545249884809,0.543086276182605,4.78750437755662,5.1616961125,1.60153113037312,5.01304316242544,4.11450096608926,4.79906150767546,2.61176556979252,2.69803647380926,0.899874489850649,4.36937424481657,3.27918348031584,0.703186495812904,2.3417739171963,1.97294900364636,0.80083054302644,3.27293407174622,2.55943864756532,0.8695714247804,3.7494623896327,2.63477249636671,3.26547914335388,3.48785008599232,1.26255948029795,1.63992959124972,2.72825686856348,4.19708219007443,2.76588597980872,2.84563931731057,4.27689827738813,1.33285331696182,1.12966905430179,3.76577850698738,0.987189521184503,1.41469249818282,1.26687401677704,0.675106930937137,1.23130177241407,2.64818755207974,1.54736498284653,2.78280432678281,2.99630969712444,1.19655534154232,0.891034703871164,2.6793566746127,1.0346697119782,1.09289943087124,4.10913864839307,4.85167959248833,4.2015558837342,4.70685102081791,4.2137807913299,3.03433002405231,4.94520873646517,4.44470900841501,4.93703563293582,4.32703738675631,0.869841675273145,0.830597845124826,1.30695103496135,4.15472060102859,1.05997497316925,0.681590357726536,0.573529758955536,0.993225397595828,0.679331060957027,0.809493113434955,0.667021520598901,5.37462725264292,1.02389462650978,4.07487933849078,4.37948113800879,1.66952101183701,0.853554435412458,3.60158136442316,2.92585253880908,3.67960285266657,0.325548498758093,0.267930163002109,1.36056949602249,0.957185873213905,4.63565771618982,1.98997572749147,1.69787354879979,4.40243613288265,3.41545383916729,0.812677206612735,3.22672107218912,2.7711676836674,3.64753287482398,3.43145699938833,2.92172095379142,3.20577284529429,3.36872938171549,3.29989225947983,2.57815923056117,3.35350641302469,2.66610571520558,3.56242512565012,3.42485326731163,2.91304810558188,2.79000034083119,3.11709446438699,2.77389958340175,2.98428155340553,3.50286352336277,2.64026523104364,1.0643301587472,0.831571541073465,1.43577647390092,4.76760843646342,2.83160342710305
"KP191529",0.400353229806281,1.07290145328573,0.69488427938921,0,3.91323661897152,3.33647346661566,4.25408986343985,3.10860178431608,3.67893181957976,3.25695060909736,3.1484545894609,2.87805219399489,3.36798932343553,3.3546472491081,0.617280695856093,0.658851374348211,4.12741870582356,3.99720417746494,0.672281705853692,4.27201950746397,4.53314969755295,1.40252629443532,4.13545026225038,3.56686090988087,3.69045877353268,2.97340421641633,3.07988883331215,0.884321786448322,3.74344505352985,3.51872880082454,0.346151736877578,2.62768438579397,1.22420914586097,0.530080913397615,3.81920805681872,2.90708168045525,0.564453524038416,3.10331788034619,2.99673742321886,3.9154203513404,3.55321135263902,0.753715822086811,0.949114470061591,3.08776825497106,3.58601355720409,3.3826868182756,3.03078154367521,4.18439902768493,0.865517362575082,1.05807453808071,3.17334928406077,0.675608774703533,0.752278454091848,0.788331738991801,0.598336350620072,1.19042797575009,2.1681650315569,0.992082320045794,3.37388733683859,3.40309904441131,0.780303543145592,0.624140674406806,3.30536732782979,0.727017474533884,0.787366494713553,3.27655452036818,3.99737925189988,3.53159879062428,3.98423410103987,3.67306841276819,3.48899583187854,4.24754166292884,3.75359530867549,3.99376055446502,3.73550941520088,0.300970522498837,0.604345196722187,0.826247149050462,3.46856785595272,0.745812008347732,0.670575988009182,0.652069998960812,1.20219735782439,1.14408724011255,1.07087095961125,0.73462378041288,4.71011446387968,0.457277596650314,3.54331713265109,3.73905673926065,1.61002811164947,0.422690986812971,3.81643454910353,3.3671150445218,3.15750559869019,0.748686710907559,0.751649168555267,1.17625739902628,0.716625455268298,4.05469956703314,1.2648986709896,0.774397735171777,3.77164548059631,4.02485392048983,0.844600298310353,3.46080719944603,3.01296586804029,4.20487462057353,3.88609705400752,2.9086552851352,3.15022954548847,3.52955817053392,3.42681657124928,2.88856806677528,3.82770803684092,3.03976128891448,4.0031933146013,3.50784689311237,3.12779995925048,2.63262298445017,3.56980981930006,2.86878548990512,3.14523914949589,3.57885388869088,3.10982868613064,0.505114357720457,0.601159467045719,0.982817996128598,4.17218362578662,2.70365233886233
"KJ417843",4.17057058697664,3.13891829498929,4.61323698760035,3.91323661897152,0,0.611039875051967,1.81897495043147,0.649121547990321,1.6208466867123,3.79881379868906,3.90334895721708,3.79732458450361,0.857128142702772,0.838117642393057,4.38112723374605,3.21081517951722,1.33865375827945,1.67833121704497,4.95584227139315,1.72346699207787,1.98184580913955,3.43908619875961,1.38300942687506,0.968383599220571,1.89043544689143,4.42964968804829,4.54285564772955,4.61936151649501,1.92691495035468,4.71600708685718,3.98453908343402,4.89640964918182,4.54761503869636,3.58691080947272,6.34626466643651,4.72084662784328,3.83273311773864,1.58559652325732,4.89342074781729,6.87055648181281,4.61717316018714,4.39438517274565,3.86351339272984,4.33561743312948,1.42310493547234,5.54611610593611,4.97017242690879,5.04184489029063,3.93054061539617,3.98918356350199,1.17243912858333,3.95831049122904,4.29271468587857,4.71152739411876,3.99832906765253,4.34904692713346,3.7919379146879,4.77885741057427,5.10552776472207,4.87573518810753,3.43403746849129,4.31391462795056,5.06515935816424,4.37054876406242,3.62194283105313,1.18378391823119,1.63418384591018,1.31952695276797,1.58365353722437,1.05938509390676,5.36281184311406,1.39774202325223,1.61687618649459,1.50349425865111,0.698798485442215,3.83629624639945,3.92369328795932,4.48727581266179,1.65222508672335,4.66282738115885,4.7882925424692,4.80441995582985,5.02449328715685,5.44572357854297,5.10276071323736,4.84795327146946,1.54750465814539,4.11948332773657,0.933128761278946,0.675047476994512,3.78509169238509,3.87168622913904,5.47571196818557,5.85296201628354,1.84550946621469,4.22723830287202,4.65884206388171,3.86111552987714,3.55800741593472,1.16877281081447,3.86859165382154,3.65961218941019,0.89911341779098,7.14216771869741,5.13969184243653,3.17797314280093,3.39463690793096,4.51926404542848,3.78124101328206,3.56225761434666,4.2495945741042,3.50662315258703,4.50378202660046,3.68722112245175,3.9922769910866,3.83054751467113,3.82137281437447,4.1766969776662,3.5267548842024,3.47035779011595,3.61964406975168,3.6299642801512,3.53035504117323,3.75364886317594,4.41381344132204,4.22480272594494,5.00461749651582,4.40437077234892,0.54077096377467,4.81363961038679
"KP191493",3.51788155914315,2.53284916314815,3.87868694924326,3.33647346661566,0.611039875051967,0,1.61570421067104,0.245999922254007,1.55649596972264,3.18686903731117,3.44818179011083,3.33513812090402,0.616485847726879,0.489000843431979,3.58271900309903,2.83821764635622,0.915134949339209,1.11682038095046,4.08718483194358,1.7230592623347,1.39688521605094,2.91819468267781,0.833847053215811,0.61568469753824,1.32370267752259,3.97213229838974,3.82134076531164,3.86216964738028,1.49537093571207,4.00051779981942,3.25204984607911,4.26075767063054,4.26911647124391,3.05486410228852,5.63879956913717,4.2864536995905,3.13142670985292,1.26268713066857,4.34278875124805,5.88674470815516,4.1323070535137,3.7939031028737,3.31610938561102,3.6687030316281,0.865739917034104,4.71213226665256,4.127874099282,4.48446941009979,3.56401095968028,3.25521000606961,0.583092767414196,3.35613878610417,3.95570506893004,4.1719532767785,3.52465354714945,3.99343466819865,3.01888673418959,4.19204718506376,4.4823911112509,4.39872047796449,2.6503746832537,3.30629077160416,4.26300470622206,3.53015959842592,3.38986844647753,0.771564555712351,0.877421533198899,0.778132678036205,1.27767462208444,0.498009996575867,4.65540634109218,0.896828456305845,0.948632138380129,0.97270612050921,0.583910811925432,3.15498721814055,3.35399198281708,3.90068717806764,1.42733921254385,4.31162268605814,3.92016141612077,4.03546860521493,4.09963238262934,4.54884611557484,4.40124105169294,4.09430702958034,1.02043243161337,3.27707340727748,0.600250049637008,0.478068195075876,3.17405092639918,3.0881321876342,4.33907453429645,4.95244541571935,1.11669138680507,3.31010679216989,3.76518264624216,3.26624952950369,2.86193100210451,0.861409430421915,3.27483060161262,3.40254906230067,0.68661090297641,6.15901495720428,4.35781418646524,2.919770182561,2.96707420368543,3.8750192525264,3.282637286283,3.05900199468763,3.6103875885663,3.12687663299422,4.01689193656544,3.1744668431069,3.55650228973266,3.32152513528713,3.30238855137161,3.76999825868658,3.18944221593948,3.30497393361033,2.90906568994748,3.22114778883475,3.14127287986321,3.2830456545517,3.82267595363994,3.67891515014055,4.40472681575446,3.95721066992013,0.767294604826476,4.38996219787769
"KP191494",4.51229104674721,3.47985423563894,4.82375720889505,4.25408986343985,1.81897495043147,1.61570421067104,0,1.60941176372472,1.87983493863122,3.36841083630571,3.94700157226389,3.34030063975516,1.76217144451571,2.21026904142827,4.63054761518572,4.04118611110666,0.914700369071158,1.50975404252031,5.49426116875827,2.10827630293081,0.495017003170665,4.34131357521604,1.11491284161195,1.7795914430537,1.61636584054344,4.68199066794485,4.9358604788056,4.73391266948544,1.93055992490348,4.33341110081332,4.3289052440119,5.05390857716923,4.14827868420272,4.28791873448815,6.62931802883034,5.30877535217186,4.52019842036448,1.68929668662364,5.42892946015023,6.8042661584746,4.73736557143584,4.45839389586006,3.38885139749616,4.33684466296872,0.888242760300345,5.66401371254242,5.11998269378251,5.2542425625363,4.23212928745727,4.27314820702614,2.27102526228057,4.15074563030483,4.74137185436572,4.86799106896221,4.8030414681851,4.56015431979261,3.74133751188846,4.31294612627342,5.82694370808071,5.49716654395545,4.00683012179151,4.16979553712813,5.56369995184968,4.78423628346165,3.28978383026309,1.25995611344962,1.09687428598718,1.4430372329857,1.55802739226056,1.1846263393522,5.92614062769937,1.0395247090329,0.861817606592103,1.08456532595239,1.67217669214198,4.1532117093167,4.26513180412339,4.5405941030933,1.77282933400876,5.05520100368394,5.05910384336039,4.77935091364123,4.72914764477714,5.6359524891426,5.47261836564467,4.77237624878385,0.875834273243848,4.40672902811906,1.86989826886246,1.64647461910591,4.25759208011784,4.40402803168532,5.48397595315836,6.06546307021133,1.46845369577328,4.82724161337533,4.91257696650412,4.22063617897344,4.25208549005859,2.02234524912022,3.34740251885691,3.71213361744157,2.29383527778846,7.15928041379998,5.34140793146929,3.11786285588127,2.78992299349651,3.82513247713269,3.37346346322357,4.2374443048884,4.7710884423114,3.19325566973592,4.55566940950732,3.30434253888626,3.63484067940743,3.48248088360129,3.628744915388,4.30500051849388,3.52300687899983,3.86096981584668,3.11037834925631,3.54037507828265,3.67494862736564,3.74559188619273,4.74451302036291,4.66191824952274,5.56066867769001,4.15999506202381,1.75144628185723,5.0522486010525
"KP191501",3.3214205994072,2.3840614856332,3.67685029700361,3.10860178431608,0.649121547990321,0.245999922254007,1.60941176372472,0,1.70787559060403,2.97306178597839,3.08641687877146,3.12640481617316,0.645833659845132,0.625585096028632,3.32931551557999,2.49631522026207,1.10447181759767,1.36511922373331,4.01663520705527,1.8427971366486,1.60891030824708,2.60613048385557,1.25674224225295,0.79469258437992,1.62548022357804,4.04051978866181,3.70232529949782,3.61406303862986,1.57391464641826,3.96111170830326,3.00488805697306,4.33299073409463,3.80005919413548,2.94373439371549,5.56089288022894,4.44291137691284,2.95049066875934,1.33696322964714,4.27844839967946,5.83666418259889,4.02750068513033,3.39809849087086,2.93127177109735,3.61562161508304,1.06724611165536,4.67328284941224,3.90117923225046,4.47843445844515,3.13454432595955,3.07527329725683,0.791202898451041,3.08641825396207,3.54337196201876,3.87858216347064,3.27542537715238,3.74540990244023,2.80151758268993,3.68241036463587,4.52846681828985,4.68354573198101,2.5537532945054,3.12384965899033,4.30840035042965,3.27388351053104,2.96045865437555,0.963807539972697,1.16329514134804,1.04111282828794,1.41320462029863,0.761218692023836,4.67045782254366,1.09316475931887,1.12270825811513,1.06478066667312,0.819387649949667,2.92578242563258,3.180403566808,3.45482498830345,1.59049911316907,3.95825144482613,3.62931471334289,3.75488582760727,3.75027482883455,4.31861703849389,4.04320460868404,3.71919191776538,1.29965315676997,3.02376051974378,0.609466845068056,0.549082077861133,2.94955589510653,2.88681745069403,4.49202814088316,5.06649571023602,1.28202565755193,3.15967322725027,3.46898000686988,3.16287242850508,2.7364042606719,1.09654906182781,3.07596956655805,3.08108333072174,0.743137012182021,6.06018447448291,4.16017262240937,2.92403716551807,2.98099273395891,3.84325194813999,3.36674135818409,2.99842741821412,3.40376731650595,3.04806213953997,3.91151972408747,2.85168159949953,3.42927163670031,3.11213090740774,3.41601702007559,3.75106584155955,3.00876658686357,3.17362999907326,3.01568622818935,3.04163175403918,3.04688685910748,3.17539292675677,3.62872158658105,3.47816047264087,4.17764964144004,3.49601661205227,0.725117516878611,4.13334320547185
"KC316014",4.2929784903854,3.53454945457464,4.1979736025261,3.67893181957976,1.6208466867123,1.55649596972264,1.87983493863122,1.70787559060403,0,4.43403354701611,4.72620385220196,4.13498655138759,1.22767803032488,1.49577403387948,4.15628950702032,3.77945689135263,1.76782041912443,0.851499256257822,4.51655298340818,0.375359591550951,2.0549499472569,4.00157933764953,1.48753575915125,1.26217758486326,1.47565027839804,4.93571139872678,5.13377738140364,4.45214125164796,0.764837203376406,5.05245723731232,3.85040749874803,4.89415843264776,3.43609123845703,3.63544966916412,7.05063672050606,5.09747688950811,3.90251981256267,0.754185704890679,5.66702047728846,7.11104910253487,5.18747890201905,3.42856337688387,2.96423222092117,4.87378613296596,1.65921592595776,5.93010381452561,5.24653480995087,5.36854993187597,3.39803461851876,4.23375724800636,1.54961868382271,4.30126870154934,4.03979919253157,4.13295361085427,4.27643331405931,4.24346251011865,4.51966546818357,4.04139249632946,5.97707589438258,5.72886073027835,3.46431610265469,3.62808799264148,5.24831512544068,4.64385622002454,2.96861211959007,1.5513764548027,1.64725254159117,0.647190970478519,0.61916647928086,1.24968808221577,5.43950415768214,1.60451450050374,1.72721463069333,1.59010625453406,0.913038181369055,3.70476929358457,4.17359836104092,3.63533626478678,0.393607371018245,4.52590780175363,4.54923665403833,4.29753000701467,4.69122064444824,5.12165294742289,4.65286534809,4.28861041960414,1.49920290419592,3.99282929180903,1.95640723734176,1.44071985675215,4.11546278957852,4.09151579412896,6.17189484253072,6.27603618782018,1.29211302539356,4.03445848644407,4.23442580453243,4.03220503190159,4.04720397454231,1.1795484182834,3.3396573107201,3.0595561962712,1.9017726664854,7.64587353089842,4.69463093616865,4.09424046366993,4.04833594259959,4.9878319986328,4.56313432964542,4.13953299523882,4.79003701259166,4.25200103812202,4.98227386908659,4.38544649134057,4.83939816113806,4.53880328042617,4.79156329700247,4.87495836938936,4.2770931148559,4.29083255327723,4.04891127236821,4.03860209339946,4.24146989659202,4.5196826357946,5.03863503236942,4.45300935129617,5.25202355452423,3.49980960715306,1.80655760093972,5.71986042774183
"JN380810",3.56584235671175,3.12270113643187,3.08523500619947,3.25695060909736,3.79881379868906,3.18686903731117,3.36841083630571,2.97306178597839,4.43403354701611,0,0.705599223886365,0.786466470973816,3.93798468916085,3.65525462309929,3.0730978556511,3.21368072829886,3.22059253266546,3.88229120764589,3.49507074743757,4.63913569041834,3.22015418636198,3.25664537256693,3.66244543090044,3.33138080986099,3.90752900066865,3.59188040451897,3.03655421340801,3.58453823088336,3.45863447683251,3.0213092011534,3.64513378936142,4.06529985734874,4.1052889922011,2.90725284408843,4.12273291176557,3.88871185261959,3.60446550502128,3.4686362678728,3.47434207419366,4.09161007551451,3.58385604819811,3.74403447214084,3.40003243879749,3.03978044546841,3.15682962314863,3.29746720545679,3.37487600435507,4.21133068612706,3.3963083176668,2.88296799677138,3.60774554444627,2.92730883897395,3.94349362706845,4.02157157296226,2.78246920470201,4.11732583897196,2.9620387932872,3.83191163926618,3.50791582310733,4.05192316244845,3.46500168695909,3.66638644751998,3.51372856632281,3.65977182695813,3.26601606379745,3.16444429436884,3.56924489933507,3.48372416393034,4.10879244608917,2.94005619519469,4.25290019073077,3.221201613117,2.98858257220259,3.23383016707764,3.7869847789696,3.35187465981676,3.25594072528207,3.80864278583363,4.24366384734313,4.03443926554546,3.585402012496,3.63269586363438,3.56052467663849,3.72361127595512,3.98169130401783,3.54842795839,4.04980702266518,3.73700159994013,2.87517374307565,3.46296638505306,2.84601306762973,3.43616496347839,3.80067565675652,3.67107784345538,3.07587159340928,3.01790351835249,3.34206593427978,3.14517732673431,3.09751357940174,3.84887920426515,3.80315083740322,3.82966940403149,3.57586069284878,4.34013063240532,3.82321764247963,0.79504580093396,0.718217918504208,1.04667019105951,1.02986331840568,0.869681843051952,0.898306673858951,0.421198309104225,0.930909262954156,0.469764798540268,0.945374016969045,0.869119102135299,0.974596527263148,0.845032515771627,0.522309550899616,0.992798929810923,0.815165494806608,0.64193312901701,0.479312409621511,0.166724290882123,2.85731176821217,3.33710639822834,3.86434595553693,3.60106124168908,3.53585161244967,1.73700306921328
